app_id,categories
351480,Steam Cloud
351480,Remote Play Together
649870,Multi-player
649870,PvP
649870,Online PvP
1210230,Single-player
1210230,Steam Achievements
1210230,Full controller support
1210230,Steam Trading Cards
935440,Single-player
935440,Steam Achievements
1350690,Single-player
550240,Single-player
550240,Partial Controller Support
808880,Single-player
808880,Multi-player
808880,PvP
808880,Online PvP
808880,Steam Achievements
808880,Full controller support
808880,Steam Leaderboards
1016970,Single-player
1016970,Captions available
1016970,Partial Controller Support
1101850,Single-player
1101850,Steam Achievements
786540,Single-player
1972870,Single-player
1972870,Full controller support
871280,Single-player
871280,Steam Achievements
871280,Steam Trading Cards
871280,Partial Controller Support
871280,Steam Cloud
659040,Single-player
659040,Steam Achievements
659040,Full controller support
659040,Steam Leaderboards
815290,Single-player
815290,Steam Achievements
975230,Single-player
548170,Single-player
557730,Single-player
557730,Steam Achievements
557730,Steam Leaderboards
797420,Single-player
443020,Single-player
1567060,Single-player
1567060,Steam Achievements
433920,Single-player
1401170,Single-player
1401170,In-App Purchases
762590,Single-player
762590,Steam Achievements
762590,Full controller support
762590,Steam Cloud
762590,Stats
762590,Steam Leaderboards
578870,Single-player
578870,Multi-player
578870,PvP
578870,Online PvP
578870,Shared/Split Screen PvP
578870,Co-op
578870,Online Co-op
578870,Shared/Split Screen Co-op
578870,Cross-Platform Multiplayer
578870,Steam Achievements
578870,Stats
578870,Includes level editor
578870,Remote Play Together
1610560,Single-player
353300,Single-player
1513680,Single-player
1513680,Multi-player
1513680,Co-op
1513680,Shared/Split Screen Co-op
1513680,Shared/Split Screen
1513680,Steam Achievements
1513680,Full controller support
1513680,Stats
987660,Single-player
987660,Multi-player
987660,PvP
987660,Online PvP
849980,Single-player
691580,Single-player
691580,Steam Achievements
1047340,Single-player
826440,Single-player
314850,Single-player
314850,Steam Achievements
1676200,Single-player
597210,Single-player
597210,Captions available
357300,Single-player
357300,Steam Achievements
357300,Steam Trading Cards
357300,Partial Controller Support
357300,Steam Cloud
1398570,Single-player
528430,Single-player
528430,Steam Achievements
528430,Full controller support
528430,Steam Trading Cards
528430,Steam Cloud
528430,Stats
528430,Remote Play on TV
1534200,Single-player
1534200,Steam Achievements
1427150,Single-player
1218260,Single-player
1218260,Full controller support
816150,Single-player
816150,Multi-player
816150,PvP
816150,Online PvP
816150,Shared/Split Screen PvP
816150,Shared/Split Screen
816150,Steam Achievements
816150,Full controller support
816150,Steam Cloud
816150,Remote Play Together
1195870,Multi-player
1195870,In-App Purchases
1555560,Single-player
602320,Single-player
602320,Steam Achievements
602320,Steam Trading Cards
602320,Steam Workshop
602320,Steam Cloud
1097790,Single-player
1097790,Full controller support
1229280,Single-player
1229280,Steam Achievements
1229280,Full controller support
510930,Single-player
510930,VR Support
510930,Steam Leaderboards
449710,Single-player
449710,Steam Achievements
449710,Steam Cloud
449710,Steam Leaderboards
297130,Single-player
297130,Steam Achievements
297130,Full controller support
297130,Remote Play on TV
692890,Single-player
692890,Multi-player
692890,Co-op
692890,Online Co-op
692890,Partial Controller Support
692890,Steam Cloud
1758120,Single-player
1758120,Steam Achievements
340250,Single-player
340250,Steam Achievements
340250,Full controller support
340250,Steam Trading Cards
340250,Stats
781230,Single-player
781230,Multi-player
781230,PvP
781230,Shared/Split Screen PvP
781230,Remote Play Together
613410,Single-player
613410,Multi-player
613410,Co-op
613410,Online Co-op
613410,Partial Controller Support
613410,Steam Cloud
974220,Single-player
1604440,Single-player
1604440,Steam Achievements
1604440,Steam Cloud
796500,Single-player
796500,Multi-player
796500,PvP
796500,Online PvP
796500,Cross-Platform Multiplayer
796500,Steam Achievements
625080,Steam Workshop
682010,Single-player
2020750,Single-player
2020750,Steam Achievements
260330,Single-player
260330,Steam Achievements
260330,Steam Trading Cards
260330,Steam Workshop
260330,Steam Leaderboards
260330,Includes level editor
1521520,Single-player
1277140,Single-player
1277140,Steam Achievements
590570,Single-player
590570,Steam Achievements
590570,Steam Trading Cards
1157700,Single-player
1157700,Includes level editor
509360,Single-player
509360,Steam Cloud
509360,Steam Leaderboards
696810,Single-player
1929870,Single-player
1929870,Steam Achievements
1929870,Partial Controller Support
108600,Single-player
108600,Multi-player
108600,PvP
108600,Online PvP
108600,Co-op
108600,Online Co-op
108600,Shared/Split Screen Co-op
108600,Shared/Split Screen
108600,Cross-Platform Multiplayer
108600,Steam Trading Cards
108600,Partial Controller Support
108600,Remote Play Together
446560,Single-player
446560,Multi-player
446560,PvP
446560,Online PvP
446560,Shared/Split Screen PvP
446560,Co-op
446560,Shared/Split Screen Co-op
446560,In-App Purchases
446560,Remote Play Together
554280,Single-player
554280,Steam Achievements
554280,Steam Trading Cards
554280,Steam Cloud
1006830,Single-player
1006830,Steam Achievements
1006830,Partial Controller Support
1705560,Single-player
1705560,Steam Achievements
1705560,Full controller support
502520,Single-player
502520,Steam Achievements
502520,Steam Trading Cards
1755290,Single-player
830890,Single-player
1031830,Single-player
1031830,Multi-player
1031830,PvP
1031830,Shared/Split Screen PvP
1031830,Co-op
1031830,Shared/Split Screen Co-op
1031830,Shared/Split Screen
1031830,Remote Play Together
1001040,Single-player
1001040,Multi-player
1001040,PvP
1001040,Online PvP
1001040,Shared/Split Screen PvP
658390,Single-player
658390,Full controller support
2080580,Single-player
2080580,Steam Achievements
2080580,Partial Controller Support
2080580,Remote Play Together
321080,Single-player
1028820,Single-player
1028820,Steam Achievements
888220,Single-player
888220,Steam Cloud
1470550,Single-player
1470550,Steam Achievements
870520,Single-player
1243260,Single-player
576400,Single-player
576400,Steam Achievements
576400,Steam Trading Cards
1359900,Single-player
1359900,Steam Achievements
1359900,Full controller support
1359900,Steam Cloud
821790,Single-player
821790,Steam Achievements
821790,Steam Cloud
821790,Stats
1278190,Single-player
1278190,Multi-player
1278190,PvP
1278190,Online PvP
1278190,Shared/Split Screen PvP
1278190,Co-op
1278190,Shared/Split Screen Co-op
1278190,Shared/Split Screen
1278190,Cross-Platform Multiplayer
1278190,Steam Achievements
1278190,Full controller support
1278190,Steam Trading Cards
1278190,Steam Cloud
1278190,Remote Play Together
1001860,Single-player
1001860,Steam Workshop
453220,Single-player
453220,Multi-player
453220,PvP
453220,Shared/Split Screen PvP
453220,Co-op
453220,Shared/Split Screen Co-op
453220,Shared/Split Screen
453220,Steam Achievements
453220,Full controller support
453220,Steam Trading Cards
453220,Steam Cloud
453220,Remote Play Together
879610,Single-player
1518690,Single-player
1518690,Partial Controller Support
1422430,Single-player
1422430,Steam Achievements
1422430,Full controller support
1422430,Steam Trading Cards
1422430,Steam Workshop
1422430,Steam Cloud
1510670,Single-player
1510670,Steam Achievements
1510670,Full controller support
1871500,Single-player
1871500,Steam Achievements
1871500,Full controller support
1871500,Steam Cloud
1495910,Single-player
1495910,Steam Achievements
562730,Single-player
562730,Steam Achievements
562730,Steam Trading Cards
562730,Partial Controller Support
562730,Stats
562730,Steam Leaderboards
562730,Remote Play Together
1661020,Multi-player
1661020,PvP
1661020,Online PvP
1328930,Single-player
1125240,Single-player
1125240,Steam Achievements
1125240,Steam Cloud
1196690,Multi-player
1196690,PvP
1196690,Shared/Split Screen PvP
1196690,Shared/Split Screen
1196690,Steam Achievements
1196690,Full controller support
1196690,Steam Trading Cards
1196690,Steam Cloud
1196690,Remote Play Together
1247370,Multi-player
1247370,MMO
1247370,PvP
1247370,Online PvP
1247370,Partial Controller Support
1247370,Stats
937050,Single-player
937050,Steam Achievements
937050,Partial Controller Support
1680400,Single-player
1680400,Steam Achievements
1680400,Full controller support
1680400,Steam Cloud
547340,Single-player
547340,Steam Achievements
547340,Steam Trading Cards
1384400,Single-player
312350,Single-player
312350,Multi-player
312350,Cross-Platform Multiplayer
952230,Single-player
952230,Steam Achievements
492840,Multi-player
492840,PvP
492840,Online PvP
492840,Steam Achievements
492840,In-App Purchases
492840,Partial Controller Support
492840,Stats
869540,Single-player
522570,Single-player
522570,Steam Achievements
522570,Steam Trading Cards
522570,Partial Controller Support
522570,Remote Play Together
940850,Single-player
1232410,Single-player
794730,Single-player
1286980,Single-player
1424250,Single-player
1424250,Steam Achievements
956140,Single-player
956140,Steam Achievements
956140,Full controller support
956140,Steam Cloud
956140,Remote Play on TV
1621920,Single-player
304430,Single-player
304430,Steam Achievements
304430,Full controller support
304430,Steam Trading Cards
304430,Steam Cloud
9940,Single-player
9940,Steam Achievements
9940,Steam Trading Cards
9940,Partial Controller Support
9940,Steam Cloud
498190,Single-player
498190,Steam Achievements
498190,Full controller support
498190,Steam Trading Cards
498190,Steam Cloud
498190,Stats
498190,Steam Leaderboards
1370390,Single-player
1370390,Full controller support
1355760,Single-player
1355760,Steam Achievements
1355760,Steam Cloud
320790,Multi-player
320790,Steam Trading Cards
1345180,Single-player
677450,Single-player
677450,Stats
1312070,Single-player
1312070,Partial Controller Support
600980,Single-player
600980,Multi-player
600980,Steam Leaderboards
1281470,Single-player
1281470,Multi-player
1281470,PvP
1281470,Shared/Split Screen PvP
1281470,Shared/Split Screen
1281470,Remote Play Together
727530,Single-player
727530,Steam Achievements
727530,Partial Controller Support
542750,Single-player
542750,Full controller support
870510,Single-player
1243790,Single-player
1243790,Steam Achievements
1243790,Full controller support
1243790,Steam Cloud
252450,Single-player
252450,Steam Achievements
252450,Steam Trading Cards
897020,Single-player
1327100,Single-player
1805930,Single-player
1805930,Steam Achievements
329000,Single-player
329000,Partial Controller Support
2003200,Single-player
2003200,Steam Achievements
2011610,Single-player
692710,Single-player
1592340,Single-player
1592340,Steam Achievements
1686790,Single-player
1779770,Single-player
1779770,Multi-player
1779770,PvP
1779770,Online PvP
1779770,Co-op
1779770,Online Co-op
677190,Single-player
677190,Steam Achievements
866780,Single-player
1320710,Single-player
918480,Single-player
603910,Single-player
603910,Full controller support
491790,Single-player
673610,Single-player
673610,Steam Achievements
673610,Steam Workshop
673610,Steam Cloud
1095200,Single-player
1095200,Steam Achievements
1095200,Steam Leaderboards
1478780,Single-player
1595510,Single-player
1595510,Steam Achievements
1595510,Steam Workshop
1595510,Includes level editor
1042210,Single-player
1042210,Multi-player
1042210,PvP
1042210,Online PvP
1042210,Shared/Split Screen PvP
1042210,Co-op
1042210,Online Co-op
1042210,Shared/Split Screen Co-op
1042210,Steam Achievements
1042210,Steam Cloud
1042210,Remote Play Together
1789300,Single-player
1348250,Single-player
1348250,Multi-player
1348250,PvP
1348250,Shared/Split Screen PvP
1348250,Co-op
1348250,Shared/Split Screen Co-op
1348250,Shared/Split Screen
1348250,Steam Achievements
1348250,Partial Controller Support
1348250,Steam Cloud
1348250,Remote Play Together
938220,Single-player
938220,Steam Achievements
938220,Steam Trading Cards
1038070,Single-player
862790,Single-player
862790,Multi-player
862790,PvP
862790,Online PvP
862790,Co-op
862790,Online Co-op
862790,Steam Achievements
1591850,Single-player
1591850,Multi-player
1591850,PvP
1591850,Shared/Split Screen PvP
1591850,Co-op
1591850,Shared/Split Screen Co-op
1591850,Shared/Split Screen
1591850,Full controller support
1132760,Single-player
1132760,Steam Achievements
1132760,Full controller support
1160790,Single-player
1160790,Steam Achievements
1160790,Full controller support
1160790,Steam Cloud
1019230,Single-player
1111310,Single-player
1111310,Full controller support
1111310,Captions available
1111310,Remote Play on TV
972480,Single-player
490390,Single-player
490390,Steam Trading Cards
1471250,Single-player
1471250,Steam Leaderboards
1011970,Single-player
569800,Single-player
569800,Steam Achievements
569800,Steam Trading Cards
569800,Steam Cloud
932560,Single-player
932560,Steam Achievements
932560,Stats
1006730,Single-player
1006730,Multi-player
1006730,PvP
1006730,Shared/Split Screen PvP
1006730,Co-op
1006730,Shared/Split Screen Co-op
1006730,Shared/Split Screen
1006730,Steam Achievements
1006730,Full controller support
1006730,Remote Play Together
1428030,Single-player
1428030,Steam Achievements
464920,Single-player
464920,Steam Achievements
464920,Full controller support
464920,Steam Trading Cards
464920,Steam Workshop
464920,Steam Cloud
464920,Remote Play on TV
941000,Single-player
685430,Single-player
685430,Multi-player
685430,Co-op
685430,Shared/Split Screen
685430,Partial Controller Support
685430,Remote Play Together
1274690,Single-player
1271170,Single-player
1271170,Steam Achievements
1271170,Full controller support
1271170,Steam Cloud
1562440,Single-player
1595180,Single-player
1595180,Steam Achievements
1595180,Partial Controller Support
1155810,Single-player
1155810,Steam Achievements
1808110,Single-player
984800,Single-player
984800,Steam Achievements
984800,Steam Trading Cards
984800,Steam Workshop
984800,Partial Controller Support
984800,Steam Cloud
1576350,Single-player
1576350,Steam Achievements
1576350,Steam Cloud
1371110,Single-player
1371110,Steam Achievements
1371110,Steam Cloud
1610660,Single-player
826930,Single-player
826930,Steam Achievements
826930,Steam Cloud
1573330,Single-player
1573330,Multi-player
1573330,Co-op
1573330,Online Co-op
773850,Multi-player
773850,PvP
773850,Online PvP
773850,Cross-Platform Multiplayer
773850,In-App Purchases
1248150,Multi-player
1248150,PvP
1248150,Online PvP
1248150,Shared/Split Screen PvP
1248150,Co-op
1248150,Online Co-op
1248150,Shared/Split Screen Co-op
1248150,Shared/Split Screen
1248150,Cross-Platform Multiplayer
1248150,Full controller support
1248150,Remote Play Together
255320,Steam Achievements
255320,Steam Trading Cards
255320,Steam Cloud
255320,Commentary available
1663380,Single-player
1663380,Partial Controller Support
997060,Single-player
997060,Steam Achievements
1800330,Single-player
1800330,Partial Controller Support
1322740,Single-player
1322740,Multi-player
1514690,Multi-player
1514690,MMO
1514690,PvP
1514690,Online PvP
1514690,Co-op
1514690,Online Co-op
1514690,Cross-Platform Multiplayer
1514690,Steam Workshop
1514690,In-App Purchases
1514690,Steam Cloud
1514690,Stats
1514690,Commentary available
489830,Single-player
489830,Steam Achievements
489830,Partial Controller Support
489830,Steam Cloud
489830,Remote Play on Phone
489830,Remote Play on Tablet
629550,Single-player
629550,Partial Controller Support
912550,Single-player
912550,Steam Achievements
912550,Steam Cloud
541970,Single-player
501090,Single-player
501090,Steam Leaderboards
1800690,Single-player
1800690,Steam Cloud
757170,Single-player
1448950,Single-player
1525810,Single-player
1181070,Single-player
1181070,Partial Controller Support
544330,Single-player
544330,Steam Achievements
544330,Full controller support
544330,Steam Trading Cards
544330,Steam Cloud
544330,Steam Leaderboards
544330,Remote Play on TV
434470,Single-player
434470,Steam Achievements
434470,Partial Controller Support
1184190,Single-player
435000,Single-player
435000,Captions available
1052310,Single-player
1917610,Single-player
913000,Single-player
255390,Single-player
255390,Steam Achievements
255390,Full controller support
255390,Steam Cloud
255390,Remote Play on TV
463710,Single-player
463710,Steam Trading Cards
1736300,Single-player
1736300,Steam Achievements
1736300,Full controller support
449330,Single-player
449330,Multi-player
449330,Shared/Split Screen
449330,Full controller support
449330,Remote Play Together
517350,Single-player
517350,Steam Achievements
517350,Full controller support
517350,Steam Trading Cards
517350,Steam Cloud
517350,Steam Leaderboards
616610,Multi-player
616610,PvP
616610,Online PvP
616610,Cross-Platform Multiplayer
616610,Steam Achievements
616610,Steam Trading Cards
616610,In-App Purchases
616610,Partial Controller Support
512160,Single-player
512160,Multi-player
512160,PvP
512160,Shared/Split Screen PvP
512160,Co-op
512160,Shared/Split Screen Co-op
512160,Shared/Split Screen
512160,Steam Achievements
512160,Full controller support
512160,Steam Trading Cards
512160,Remote Play on Phone
512160,Remote Play on Tablet
512160,Remote Play on TV
512160,Remote Play Together
1155090,Single-player
1155090,Steam Achievements
1155090,Full controller support
1155090,Steam Workshop
1155090,Steam Cloud
1155090,Includes level editor
924770,Single-player
924770,Steam Workshop
924770,Partial Controller Support
428270,Single-player
729370,Single-player
729370,Steam Achievements
729370,Full controller support
729370,Steam Cloud
914170,Single-player
914170,Partial Controller Support
914170,Steam Leaderboards
1263920,Single-player
1263920,Steam Achievements
1263920,Partial Controller Support
1462740,Single-player
512550,Single-player
512550,Steam Achievements
512550,Steam Trading Cards
512550,Partial Controller Support
1687570,Single-player
1687570,Partial Controller Support
1002520,Single-player
672860,Single-player
672860,Steam Achievements
672860,Steam Trading Cards
672860,Steam Cloud
1275770,Single-player
1275770,Multi-player
1275770,Co-op
1275770,Online Co-op
1275770,Cross-Platform Multiplayer
1275770,Steam Achievements
1275770,Full controller support
508910,Single-player
508910,Full controller support
508910,Commentary available
376450,Single-player
376450,Multi-player
376450,Steam Achievements
376450,Steam Trading Cards
376450,Steam Cloud
1227320,Single-player
1227320,Steam Achievements
1227320,Partial Controller Support
1227320,Steam Cloud
1385750,Single-player
1083820,Single-player
1083820,Steam Achievements
1083820,Steam Cloud
511920,Single-player
511920,Steam Achievements
511920,Partial Controller Support
511920,Steam Cloud
1434780,Single-player
673940,Multi-player
673940,MMO
673940,PvP
673940,Online PvP
673940,Steam Trading Cards
673940,In-App Purchases
1276060,Single-player
1420740,Single-player
1420740,Steam Achievements
1644830,Single-player
1644830,Multi-player
671720,Single-player
671720,Steam Achievements
671720,Captions available
1641330,Single-player
1641330,Multi-player
1641330,Co-op
1641330,Shared/Split Screen Co-op
1641330,Shared/Split Screen
1641330,Steam Achievements
1641330,Full controller support
1641330,Remote Play Together
1077850,Single-player
1664980,Single-player
1265810,Single-player
1265810,Steam Achievements
1265810,Full controller support
700740,Single-player
700740,Steam Achievements
700740,Full controller support
700740,Steam Trading Cards
700740,Steam Cloud
700740,Steam Leaderboards
892180,Single-player
1642190,Single-player
1642190,Steam Achievements
1642190,Full controller support
1642190,Remote Play on Phone
1642190,Remote Play on Tablet
1642190,Remote Play on TV
386620,Single-player
386620,Multi-player
386620,Co-op
386620,Shared/Split Screen Co-op
386620,Shared/Split Screen
386620,Steam Achievements
386620,Full controller support
386620,Steam Trading Cards
386620,Steam Cloud
386620,Remote Play on TV
386620,Remote Play Together
1066490,Single-player
1003490,Single-player
1003490,Full controller support
1942390,Single-player
1942390,Steam Achievements
1942390,Partial Controller Support
1942390,Steam Cloud
1417610,Single-player
1417610,Steam Achievements
1417610,Full controller support
1551050,Single-player
1551050,Steam Achievements
1551050,Steam Cloud
1691700,Single-player
1088880,Single-player
1088880,Steam Achievements
886040,Single-player
1459530,Single-player
1636850,Single-player
1636850,Steam Leaderboards
1011820,Single-player
1450170,Single-player
1076790,Single-player
1076790,Steam Achievements
1761530,Single-player
1517220,Single-player
1272450,Single-player
934470,Single-player
532950,Single-player
367430,Single-player
367430,Multi-player
367430,PvP
367430,Shared/Split Screen PvP
367430,Shared/Split Screen
367430,Steam Achievements
367430,Full controller support
367430,Steam Trading Cards
367430,Steam Leaderboards
367430,Remote Play Together
724470,Single-player
724470,Steam Achievements
724470,Steam Trading Cards
724470,Steam Workshop
724470,Steam Cloud
385490,Single-player
385490,Multi-player
385490,Cross-Platform Multiplayer
385490,Steam Achievements
385490,Steam Trading Cards
385490,Partial Controller Support
385490,Steam Cloud
385490,Stats
385490,Steam Leaderboards
293320,Single-player
293320,Steam Trading Cards
1185530,Single-player
1185530,Steam Achievements
1185530,Steam Cloud
774791,Single-player
774791,Multi-player
774791,PvP
774791,Online PvP
774791,Co-op
774791,Online Co-op
774791,Steam Achievements
774791,Includes level editor
1444150,Single-player
1444150,Steam Achievements
1269990,Single-player
263720,Single-player
263720,Multi-player
263720,PvP
263720,Online PvP
263720,Shared/Split Screen PvP
263720,Co-op
263720,Online Co-op
263720,Shared/Split Screen Co-op
263720,Shared/Split Screen
263720,Steam Achievements
263720,Full controller support
263720,Steam Leaderboards
263720,Remote Play on TV
263720,Remote Play Together
1561780,Single-player
1233020,Single-player
1233020,Multi-player
1233020,PvP
1233020,Shared/Split Screen PvP
1233020,Shared/Split Screen
1233020,Remote Play Together
1685750,Single-player
1685750,Multi-player
1685750,PvP
1685750,Online PvP
1685750,Shared/Split Screen PvP
1685750,Shared/Split Screen
1685750,Steam Achievements
1685750,Steam Trading Cards
1685750,Partial Controller Support
1685750,Remote Play Together
434210,Single-player
434210,Steam Achievements
434210,Steam Trading Cards
605310,Single-player
605310,Steam Achievements
605310,Steam Trading Cards
605310,Steam Cloud
1697110,Single-player
1547910,Single-player
1538610,Single-player
1152300,Single-player
1152300,Steam Achievements
1152300,Partial Controller Support
433350,Multi-player
433350,MMO
433350,Steam Achievements
433350,Steam Trading Cards
433350,In-App Purchases
696400,Single-player
696400,Steam Achievements
1500960,Single-player
1500960,Full controller support
1378120,Single-player
636150,Single-player
636150,Steam Achievements
636150,Full controller support
636150,Steam Trading Cards
636150,Steam Cloud
636150,Steam Leaderboards
1087910,Single-player
1087910,Full controller support
525700,Single-player
525700,Steam Achievements
525700,Steam Trading Cards
525700,Partial Controller Support
525700,Steam Cloud
800310,Single-player
800310,Steam Achievements
1313700,Single-player
1313700,Steam Leaderboards
493980,Single-player
493980,Steam Achievements
493980,Steam Trading Cards
493980,Steam Cloud
1282090,Single-player
994450,Single-player
994450,Multi-player
994450,PvP
994450,Shared/Split Screen PvP
994450,Full controller support
994450,Remote Play Together
1369410,Single-player
1369410,Steam Achievements
645650,Multi-player
645650,PvP
645650,Shared/Split Screen PvP
645650,Co-op
645650,Shared/Split Screen Co-op
645650,Shared/Split Screen
645650,Steam Achievements
645650,Partial Controller Support
645650,Steam Cloud
645650,Remote Play Together
454630,Single-player
454630,Steam Achievements
454630,Full controller support
454630,Steam Cloud
454630,Steam Leaderboards
1580150,Single-player
1580150,Steam Achievements
1580150,Full controller support
1580150,Steam Trading Cards
485450,Single-player
485450,Steam Achievements
485450,Steam Trading Cards
485450,Steam Cloud
1881670,Single-player
601750,Single-player
1037970,Single-player
1037970,Steam Achievements
587920,Single-player
587920,Multi-player
587920,Co-op
587920,Shared/Split Screen Co-op
587920,Shared/Split Screen
587920,Full controller support
587920,Remote Play Together
666140,Single-player
666140,Steam Achievements
666140,Full controller support
666140,Steam Trading Cards
666140,Steam Cloud
666140,Remote Play on Phone
666140,Remote Play on Tablet
666140,Remote Play on TV
766620,Single-player
1278370,Single-player
1122750,Single-player
1122750,Steam Achievements
1742620,Single-player
700140,Multi-player
700140,PvP
700140,Shared/Split Screen PvP
700140,Full controller support
700140,Remote Play Together
574410,Single-player
578690,Single-player
578690,Steam Achievements
578690,Full controller support
578690,Steam Trading Cards
578690,Steam Cloud
1146390,Single-player
1146390,Partial Controller Support
1513840,Single-player
476510,Single-player
476510,Steam Achievements
476510,Full controller support
476510,Steam Cloud
476510,Steam Leaderboards
481600,Single-player
481600,Steam Achievements
481600,Full controller support
481600,Steam Trading Cards
481600,Steam Cloud
1748310,Multi-player
1748310,Co-op
1748310,Online Co-op
1748310,Cross-Platform Multiplayer
661120,Single-player
661120,Steam Achievements
661120,Partial Controller Support
955860,Single-player
955860,Steam Achievements
955860,Full controller support
620180,Single-player
620180,Multi-player
620180,PvP
620180,Online PvP
620180,Steam Achievements
620180,Stats
620180,Steam Leaderboards
773390,Single-player
773390,Steam Achievements
773390,Steam Workshop
773390,Includes level editor
1000860,Multi-player
1000860,PvP
1000860,Online PvP
1000860,Full controller support
1332540,Single-player
1332540,Steam Achievements
1332540,Full controller support
808160,Single-player
808160,Multi-player
1679800,Multi-player
1679800,PvP
1679800,Online PvP
1679800,Shared/Split Screen PvP
1679800,Shared/Split Screen
1679800,Full controller support
1679800,Steam Cloud
1679800,Remote Play Together
595130,Single-player
883300,Single-player
1244890,Single-player
1244890,Steam Achievements
1244890,Full controller support
1098510,Single-player
1098510,Full controller support
1199420,Single-player
1199420,Full controller support
1863630,Single-player
1011700,Single-player
1011700,Steam Achievements
1011700,Partial Controller Support
1011700,Steam Cloud
1013130,Single-player
1013130,Steam Achievements
1013130,Steam Cloud
1607500,Single-player
1607500,Full controller support
215550,Single-player
215550,Multi-player
215550,PvP
215550,Online PvP
215550,Co-op
215550,Online Co-op
215550,Full controller support
1293040,Single-player
1293040,Partial Controller Support
1527230,Single-player
1527230,Multi-player
1527230,PvP
1527230,Online PvP
1527230,Partial Controller Support
837400,Multi-player
837400,PvP
837400,Online PvP
837400,Shared/Split Screen PvP
837400,Co-op
837400,Online Co-op
837400,Shared/Split Screen Co-op
837400,Shared/Split Screen
837400,Steam Trading Cards
837400,Includes level editor
837400,Remote Play Together
545340,Single-player
1432610,Single-player
1432610,Multi-player
1432610,PvP
1432610,Online PvP
1432610,Steam Achievements
1493490,Single-player
1493490,Steam Achievements
1493490,Full controller support
525870,Single-player
525870,Steam Achievements
525870,Steam Cloud
525870,Stats
525870,Steam Leaderboards
498510,Single-player
1184850,Single-player
1184850,Full controller support
1184850,Steam Cloud
745740,Single-player
745740,Steam Achievements
745740,Steam Trading Cards
745740,Steam Cloud
485430,Single-player
485430,Multi-player
485430,Shared/Split Screen
485430,Steam Achievements
485430,Steam Trading Cards
485430,Partial Controller Support
485430,Remote Play Together
1004790,Single-player
1004790,Steam Achievements
762930,Single-player
762930,Steam Cloud
1912660,Single-player
1912660,Steam Achievements
1912660,Full controller support
654980,Single-player
1614850,Single-player
1070460,Single-player
397990,Single-player
397990,Steam Achievements
397990,Full controller support
715650,Single-player
715650,Steam Achievements
715650,Steam Trading Cards
1726290,Single-player
1441340,Single-player
589500,Single-player
589500,Multi-player
589500,Co-op
589500,Shared/Split Screen Co-op
589500,Steam Achievements
589500,Full controller support
589500,Steam Trading Cards
589500,Steam Cloud
589500,Remote Play on Phone
589500,Remote Play on Tablet
589500,Remote Play on TV
589500,Remote Play Together
602630,Single-player
602630,Includes level editor
718080,Single-player
718080,Steam Achievements
1198860,Single-player
1198860,Multi-player
1198860,PvP
1198860,LAN PvP
1198860,Co-op
1198860,LAN Co-op
1198860,Remote Play Together
975430,Single-player
975430,Multi-player
975430,PvP
975430,Online PvP
975430,Co-op
975430,Online Co-op
975430,Cross-Platform Multiplayer
975430,Steam Achievements
812110,Single-player
805880,Single-player
805880,Steam Achievements
1584560,Single-player
1584560,Steam Cloud
1328510,Single-player
1328510,Steam Achievements
1328510,Partial Controller Support
1328510,Steam Cloud
1328510,Stats
1564110,Single-player
271670,Single-player
271670,Steam Achievements
271670,Steam Trading Cards
271670,Partial Controller Support
271670,Steam Cloud
271670,Steam Leaderboards
680620,Single-player
680620,Multi-player
680620,PvP
680620,Shared/Split Screen PvP
680620,Shared/Split Screen
680620,Steam Achievements
680620,Partial Controller Support
680620,Remote Play Together
1050880,Single-player
1050880,Steam Achievements
1050880,Full controller support
1050880,Steam Cloud
415000,Steam Trading Cards
832360,Single-player
1211110,Single-player
1211110,Multi-player
1211110,PvP
1211110,Online PvP
1211110,Shared/Split Screen PvP
1211110,Co-op
1211110,Online Co-op
1211110,Shared/Split Screen Co-op
1211110,Shared/Split Screen
1211110,Steam Achievements
1211110,Full controller support
1211110,Includes level editor
1211110,Remote Play Together
1221230,Single-player
1221230,Steam Achievements
1221230,Partial Controller Support
365020,Single-player
365020,Full controller support
365020,Steam Trading Cards
1212400,Single-player
1212400,Steam Achievements
1212400,Partial Controller Support
640820,Single-player
640820,Steam Achievements
640820,Full controller support
640820,Steam Trading Cards
640820,Steam Cloud
640820,Remote Play on Tablet
1819440,Single-player
691390,Single-player
691390,Multi-player
691390,PvP
691390,Online PvP
691390,Steam Cloud
727220,Single-player
727220,Steam Achievements
727220,Partial Controller Support
630060,Single-player
630060,Steam Achievements
630060,Steam Trading Cards
630060,Captions available
630060,Steam Cloud
630060,Commentary available
1134530,Single-player
1134530,Stats
951250,Single-player
1182470,Single-player
1182470,Steam Achievements
1182470,Steam Cloud
1182470,Steam Leaderboards
1902750,Single-player
810190,Multi-player
1549680,Single-player
1167800,Single-player
1167800,Partial Controller Support
1149120,Single-player
1181900,Single-player
1181900,Partial Controller Support
439530,Single-player
439530,Steam Trading Cards
439530,Partial Controller Support
1683910,Single-player
1212450,Single-player
1212450,Multi-player
1212450,Co-op
1212450,Shared/Split Screen Co-op
1212450,Shared/Split Screen
1212450,Remote Play Together
672020,Single-player
672020,Steam Achievements
672020,Steam Leaderboards
392110,Single-player
392110,Multi-player
392110,PvP
392110,Online PvP
392110,Cross-Platform Multiplayer
392110,Steam Achievements
392110,Steam Trading Cards
