app_id,categories
1407200,Multi-player
1407200,MMO
1407200,PvP
1407200,Online PvP
1407200,Steam Achievements
1407200,Steam Trading Cards
1407200,In-App Purchases
1425170,Single-player
540230,Single-player
1066040,Single-player
1066040,Steam Achievements
1066040,Stats
1066040,Steam Leaderboards
1504740,Single-player
1504740,Steam Achievements
1504740,Partial Controller Support
691430,Single-player
691430,Steam Cloud
1037600,Single-player
1749980,Single-player
1749980,Multi-player
1749980,Co-op
1749980,Online Co-op
1749980,Steam Achievements
1749980,Full controller support
1749980,Steam Cloud
374630,Single-player
374630,Multi-player
374630,Co-op
374630,Shared/Split Screen
374630,Steam Achievements
374630,Partial Controller Support
374630,Steam Cloud
374630,Remote Play Together
1179880,Single-player
1335340,Single-player
1335340,Steam Achievements
292630,Single-player
292630,Steam Trading Cards
1387250,Single-player
1387250,Partial Controller Support
1370170,Single-player
1370170,Steam Achievements
1370170,Steam Cloud
465450,Single-player
465450,Full controller support
348160,Single-player
348160,Multi-player
348160,Steam Achievements
348160,Steam Trading Cards
348160,In-App Purchases
348160,Partial Controller Support
348160,Steam Cloud
348160,Stats
348160,Steam Leaderboards
301930,Single-player
301930,Steam Achievements
301930,Steam Trading Cards
301930,Steam Cloud
301930,Stats
301930,Steam Leaderboards
2063290,Single-player
1200150,Single-player
1200150,Multi-player
1200150,PvP
1200150,Online PvP
1200150,Steam Achievements
1109400,Single-player
1109400,Full controller support
1327440,Single-player
1327440,Multi-player
1327440,Co-op
1327440,Shared/Split Screen Co-op
1327440,Shared/Split Screen
1327440,Steam Achievements
1327440,Partial Controller Support
285110,Single-player
285110,Steam Achievements
285110,Steam Trading Cards
285110,Steam Workshop
285110,Includes level editor
377290,Single-player
377290,Steam Trading Cards
970260,Single-player
715290,Single-player
715290,Steam Achievements
715290,Steam Leaderboards
1676420,Single-player
350200,Single-player
350200,Captions available
701280,Single-player
701280,Multi-player
701280,PvP
701280,Shared/Split Screen PvP
701280,Shared/Split Screen
701280,Steam Achievements
701280,Full controller support
701280,Steam Workshop
701280,Steam Cloud
701280,Includes level editor
701280,Remote Play Together
749150,Single-player
749150,Full controller support
1397940,Single-player
1397940,Steam Achievements
751400,Single-player
751400,Steam Achievements
751400,Steam Leaderboards
1230410,Multi-player
1230410,PvP
1230410,Online PvP
1230410,Partial Controller Support
1230410,Steam Cloud
664780,Single-player
664780,Captions available
664780,Steam Cloud
790750,Single-player
790750,Multi-player
790750,PvP
790750,Online PvP
790750,Co-op
790750,Online Co-op
790750,Cross-Platform Multiplayer
790750,Steam Achievements
790750,Steam Leaderboards
603330,Single-player
603330,Steam Achievements
603330,Steam Trading Cards
603330,Stats
603330,Steam Leaderboards
1481710,Single-player
658880,Single-player
658880,Multi-player
658880,PvP
658880,Shared/Split Screen PvP
658880,Co-op
658880,Shared/Split Screen Co-op
658880,Partial Controller Support
658880,Remote Play Together
978650,Single-player
494450,Single-player
494450,Steam Achievements
494450,Steam Trading Cards
588200,Single-player
588200,Multi-player
588200,Co-op
588200,Shared/Split Screen Co-op
588200,Steam Achievements
588200,Full controller support
588200,Steam Leaderboards
588200,Remote Play Together
1874170,Single-player
1874170,Multi-player
1874170,Co-op
1874170,Online Co-op
1874170,Cross-Platform Multiplayer
1874170,Steam Achievements
1874170,Full controller support
1874170,Steam Cloud
1874170,Remote Play on TV
245490,Single-player
245490,Multi-player
245490,In-App Purchases
245490,Partial Controller Support
761220,Single-player
761220,Steam Achievements
761220,Stats
761220,Steam Leaderboards
1077760,Single-player
1398590,Single-player
690130,Single-player
690130,Steam Achievements
806770,Multi-player
806770,PvP
806770,Online PvP
806770,Shared/Split Screen PvP
806770,Co-op
806770,Online Co-op
806770,Shared/Split Screen Co-op
806770,Steam Achievements
806770,Full controller support
806770,Remote Play Together
1291370,Single-player
1291370,Steam Achievements
1291370,Full controller support
1291370,Steam Cloud
1291370,Steam Leaderboards
351170,Single-player
351170,Steam Achievements
351170,Steam Trading Cards
351170,Captions available
351170,VR Support
351170,Steam Workshop
351170,Partial Controller Support
351170,Steam Cloud
351170,Includes level editor
1087600,Single-player
1025240,Single-player
1025240,Steam Achievements
1013700,Single-player
495420,Single-player
495420,Multi-player
495420,Co-op
495420,Online Co-op
495420,Cross-Platform Multiplayer
495420,Steam Achievements
495420,Steam Trading Cards
495420,Captions available
495420,Partial Controller Support
495420,Steam Cloud
754120,Single-player
754120,Steam Achievements
754120,Steam Trading Cards
754120,Steam Cloud
958990,Single-player
958990,Steam Achievements
958990,Steam Cloud
1460040,Single-player
1460040,Steam Achievements
1460040,Steam Cloud
914290,Single-player
914290,Multi-player
914290,PvP
914290,Online PvP
914290,Co-op
914290,Online Co-op
914290,Steam Achievements
914290,Full controller support
914290,Steam Cloud
914290,Steam Leaderboards
1912870,Single-player
1987160,Single-player
1987160,Steam Achievements
1987160,Full controller support
1345380,Single-player
1345380,Multi-player
1345380,Co-op
1345380,Online Co-op
1345380,Steam Achievements
1345380,Stats
1345380,Steam Leaderboards
1590920,Single-player
748990,Single-player
748990,Steam Achievements
748990,Partial Controller Support
860330,Multi-player
860330,PvP
860330,Shared/Split Screen PvP
860330,Shared/Split Screen
860330,Partial Controller Support
860330,Remote Play Together
1516750,Single-player
1516750,Steam Cloud
600750,Multi-player
600750,PvP
600750,Online PvP
600750,Steam Achievements
600750,Steam Trading Cards
600750,In-App Purchases
600750,Steam Cloud
340800,Single-player
340800,Steam Trading Cards
456130,Single-player
456130,Steam Achievements
456130,Full controller support
456130,Steam Trading Cards
456130,Steam Cloud
674400,Single-player
674400,Full controller support
380020,Single-player
380020,Steam Achievements
380020,Steam Trading Cards
380020,Partial Controller Support
1543360,Single-player
1543360,Full controller support
1338570,Single-player
411300,Single-player
411300,Steam Achievements
411300,Full controller support
411300,Steam Trading Cards
411300,Steam Cloud
411300,Remote Play on TV
614260,Single-player
1231710,Single-player
1231710,Multi-player
1231710,PvP
1231710,Online PvP
1831010,Single-player
1576150,Single-player
1576150,Steam Achievements
1576150,Full controller support
1576150,Steam Cloud
447980,Single-player
447980,Multi-player
447980,PvP
447980,Shared/Split Screen PvP
447980,Co-op
447980,Shared/Split Screen Co-op
447980,Shared/Split Screen
447980,Steam Achievements
447980,Full controller support
447980,Remote Play Together
772600,Single-player
772600,Steam Achievements
772600,Steam Leaderboards
339610,Multi-player
339610,MMO
339610,PvP
339610,Online PvP
339610,Co-op
339610,Online Co-op
339610,Steam Trading Cards
339610,Partial Controller Support
1041920,Single-player
1041920,Steam Achievements
1041920,Steam Trading Cards
1041920,Steam Cloud
391290,Multi-player
391290,PvP
391290,Online PvP
391290,Shared/Split Screen PvP
391290,Shared/Split Screen
391290,Partial Controller Support
391290,Remote Play Together
857710,Single-player
857710,Multi-player
857710,PvP
857710,Online PvP
857710,Steam Achievements
857710,Steam Cloud
857710,Stats
857710,Steam Leaderboards
671480,Single-player
896380,Single-player
896380,Steam Achievements
896380,Partial Controller Support
833650,Single-player
833650,Steam Achievements
833650,Full controller support
833650,Steam Cloud
833650,Steam Leaderboards
821720,Single-player
544590,Single-player
924460,Single-player
924460,Steam Achievements
924460,Partial Controller Support
858360,Single-player
858360,Steam Achievements
1901510,Single-player
1901510,Steam Achievements
1151860,Single-player
1725480,Single-player
1725480,Steam Achievements
1725480,Full controller support
1725480,Steam Cloud
527470,Single-player
527470,Multi-player
527470,Co-op
527470,Shared/Split Screen Co-op
527470,Shared/Split Screen
527470,Steam Achievements
527470,Steam Trading Cards
527470,Partial Controller Support
527470,Remote Play Together
555970,Single-player
555970,Steam Trading Cards
555970,Includes level editor
472060,Single-player
472060,Multi-player
472060,Cross-Platform Multiplayer
472060,Steam Achievements
343990,Single-player
343990,Multi-player
343990,Shared/Split Screen
1551360,Single-player
1551360,Multi-player
1551360,PvP
1551360,Online PvP
1551360,Co-op
1551360,Online Co-op
1551360,Cross-Platform Multiplayer
1551360,Steam Achievements
1551360,Full controller support
1551360,Steam Trading Cards
1551360,Steam Cloud
1687020,Single-player
1687020,Multi-player
1687020,PvP
1687020,Online PvP
1687020,Steam Achievements
1687020,In-App Purchases
1611880,Single-player
715350,Single-player
1535900,Multi-player
1535900,PvP
1535900,Online PvP
1535900,Co-op
1535900,Online Co-op
1200160,Single-player
1200160,Steam Achievements
1200160,Steam Cloud
1200160,Steam Leaderboards
331790,Single-player
331790,Steam Achievements
331790,Steam Trading Cards
331790,Partial Controller Support
331790,Steam Cloud
1171370,Single-player
803850,Single-player
803850,Steam Achievements
803850,Partial Controller Support
803850,Steam Cloud
639560,Single-player
236790,Single-player
236790,Steam Achievements
236790,Stats
1922100,Multi-player
1922100,PvP
1922100,Online PvP
1922100,LAN PvP
502470,Single-player
502470,Steam Achievements
502470,Full controller support
1048920,Single-player
1648580,Single-player
1648580,Multi-player
1648580,PvP
1648580,Online PvP
1648580,Full controller support
1648580,In-App Purchases
1648580,Steam Leaderboards
331760,Single-player
331760,Steam Achievements
331760,Steam Trading Cards
331760,Captions available
331760,Steam Cloud
1882280,Single-player
692920,Single-player
692920,Steam Achievements
692920,Steam Cloud
774211,Multi-player
774211,PvP
774211,Online PvP
774211,Cross-Platform Multiplayer
774211,Partial Controller Support
431850,Single-player
431850,Steam Achievements
431850,Steam Trading Cards
431850,Steam Cloud
1515830,Single-player
539330,Single-player
539330,Steam Achievements
539330,Full controller support
539330,Steam Trading Cards
539330,Steam Cloud
539330,Stats
539330,Steam Leaderboards
375130,Single-player
375130,Steam Achievements
375130,Captions available
375130,Steam Cloud
1049730,Single-player
1049730,Steam Achievements
576740,Single-player
576740,Partial Controller Support
1342180,Single-player
495110,Single-player
495110,Steam Achievements
495110,Steam Trading Cards
495110,Steam Cloud
855620,Single-player
855620,Multi-player
855620,PvP
855620,Shared/Split Screen PvP
855620,Shared/Split Screen
855620,Steam Achievements
855620,Full controller support
855620,Steam Leaderboards
855620,Remote Play Together
273600,Single-player
273600,Multi-player
273600,Includes level editor
905180,Single-player
1131190,Multi-player
1131190,PvP
1131190,Online PvP
1570860,Single-player
1570860,Steam Achievements
1902900,Single-player
262870,Single-player
2008330,Single-player
455310,Single-player
455310,Steam Achievements
812560,Single-player
812560,Steam Achievements
908350,Single-player
908350,Steam Achievements
908350,Steam Cloud
869170,Single-player
869170,Steam Achievements
869170,Full controller support
869170,Steam Trading Cards
869170,Captions available
869170,Steam Cloud
869170,Steam Leaderboards
1014600,Single-player
1014600,Partial Controller Support
1389630,Single-player
1389630,Steam Achievements
758170,Single-player
758170,Steam Achievements
758170,Full controller support
687720,Single-player
687720,Steam Achievements
687720,Full controller support
514530,Single-player
514530,Steam Achievements
514530,Full controller support
514530,In-App Purchases
514530,Steam Cloud
514530,Steam Leaderboards
514530,Remote Play on TV
1274340,Single-player
1297390,Single-player
1297390,Steam Achievements
1297390,Full controller support
1297390,Steam Cloud
1820710,Single-player
343280,Single-player
343280,Steam Achievements
343280,Full controller support
343280,Steam Trading Cards
343280,Steam Cloud
343280,Steam Leaderboards
343280,Remote Play on TV
231160,Single-player
231160,Steam Achievements
231160,Full controller support
231160,Steam Trading Cards
231160,Remote Play on TV
327400,Single-player
297350,Single-player
297350,Partial Controller Support
239140,Single-player
239140,Multi-player
239140,PvP
239140,Online PvP
239140,Co-op
239140,Online Co-op
239140,Steam Achievements
239140,Full controller support
239140,Steam Trading Cards
239140,Steam Workshop
239140,Steam Cloud
239140,Valve Anti-Cheat enabled
239140,Includes level editor
239140,Remote Play on Tablet
239140,Remote Play on TV
1973600,Single-player
1700140,Single-player
1700140,Steam Achievements
1700140,Steam Cloud
1690240,Single-player
744660,Single-player
743000,Single-player
1419100,Single-player
1419100,Steam Achievements
1419100,Full controller support
1419100,Steam Cloud
1865100,Single-player
1449230,Single-player
1449230,Steam Achievements
1449230,Full controller support
1449230,Captions available
1061390,Single-player
1061390,Multi-player
1061390,Shared/Split Screen
1061390,Remote Play Together
488070,Single-player
488070,Steam Achievements
488070,Full controller support
488070,Steam Trading Cards
488070,Steam Cloud
621000,Single-player
621000,Steam Achievements
621000,Steam Cloud
621000,Stats
1815000,Single-player
569420,Single-player
569420,Steam Achievements
569420,Steam Leaderboards
1924020,Single-player
1336070,Single-player
1336070,Full controller support
314360,Single-player
314360,Steam Achievements
314360,Full controller support
314360,Steam Trading Cards
1612150,Single-player
1293650,Multi-player
1293650,Partial Controller Support
884960,Single-player
884960,Steam Achievements
884960,Steam Cloud
884960,Steam Leaderboards
776510,Single-player
776510,Multi-player
776510,PvP
776510,Online PvP
776510,Co-op
776510,Online Co-op
776510,Steam Achievements
1090910,Single-player
1090910,Steam Achievements
1090910,Steam Cloud
1090910,Stats
1250610,Single-player
1250610,Multi-player
1250610,PvP
1250610,Online PvP
1250610,In-App Purchases
274270,Single-player
274270,Steam Achievements
274270,Steam Trading Cards
274270,Partial Controller Support
376130,Single-player
1063110,Single-player
1063110,Steam Achievements
705670,Single-player
705670,Steam Achievements
705670,Steam Cloud
1055090,Single-player
1055090,Steam Achievements
1055090,Steam Workshop
1055090,Steam Cloud
1055090,Stats
1357430,Single-player
1357430,Multi-player
1357430,PvP
1357430,Online PvP
1357430,Shared/Split Screen PvP
1357430,Shared/Split Screen
1357430,Steam Achievements
1357430,Full controller support
1357430,Steam Leaderboards
1357430,Remote Play Together
596400,Single-player
562480,Single-player
562480,Steam Achievements
562480,Steam Trading Cards
562480,Partial Controller Support
562480,Steam Cloud
1517190,Single-player
683260,Single-player
683260,Steam Achievements
683260,Partial Controller Support
402150,Single-player
402150,Steam Achievements
402150,Steam Trading Cards
402150,Steam Leaderboards
1008950,Single-player
705020,Single-player
705020,Multi-player
705020,PvP
705020,Online PvP
705020,Shared/Split Screen PvP
705020,Shared/Split Screen
705020,Cross-Platform Multiplayer
705020,Steam Achievements
705020,Steam Trading Cards
705020,Steam Cloud
705020,Stats
705020,Steam Leaderboards
705020,Remote Play Together
1257860,Single-player
1257860,Steam Achievements
1257860,Full controller support
1257860,Steam Trading Cards
1257860,Steam Leaderboards
912900,Single-player
912900,Multi-player
912900,Co-op
912900,Online Co-op
912900,Cross-Platform Multiplayer
912900,Steam Achievements
912900,Steam Cloud
783940,Single-player
783940,Steam Achievements
783940,Steam Trading Cards
783940,Steam Cloud
1094170,Single-player
1094170,Steam Achievements
1094050,Single-player
1515040,Single-player
1515040,Steam Achievements
675620,Single-player
675620,Steam Achievements
1084350,Single-player
1084350,Multi-player
1084350,PvP
1084350,Online PvP
1084350,Co-op
1084350,Online Co-op
1233540,Single-player
1233540,Steam Achievements
1021800,Single-player
1021800,Steam Cloud
1809480,Single-player
1809480,Multi-player
1809480,Co-op
1809480,Online Co-op
946090,Single-player
946090,Steam Achievements
792660,Single-player
792660,Multi-player
792660,Shared/Split Screen
792660,Steam Workshop
792660,Remote Play Together
1701820,Single-player
1701820,Partial Controller Support
1701820,Steam Cloud
1788980,Single-player
1329110,Single-player
1029900,Single-player
1029900,Multi-player
1029900,PvP
1029900,Online PvP
1029900,LAN PvP
1029900,Steam Achievements
1029900,Steam Cloud
749980,Single-player
749980,Steam Achievements
749980,Full controller support
1504020,Single-player
1504020,Steam Achievements
1504020,Steam Trading Cards
1504020,Steam Cloud
1249080,Single-player
1249080,Steam Achievements
1249080,Partial Controller Support
664720,Single-player
664720,Steam Achievements
1230800,Single-player
1230800,Multi-player
1230800,PvP
1230800,Shared/Split Screen PvP
1230800,Co-op
1230800,Shared/Split Screen Co-op
1230800,Shared/Split Screen
1230800,Steam Achievements
1230800,Full controller support
1230800,Steam Trading Cards
1230800,Steam Cloud
1230800,Remote Play Together
1210770,Single-player
1210770,Multi-player
1210770,PvP
1210770,Online PvP
1210770,In-App Purchases
500170,Single-player
500170,Partial Controller Support
854540,Single-player
854540,Steam Achievements
521230,Single-player
521230,Steam Trading Cards
1220520,Single-player
1220520,Multi-player
1220520,Co-op
1220520,Shared/Split Screen Co-op
1220520,Shared/Split Screen
1220520,Steam Achievements
1220520,Full controller support
1220520,Steam Cloud
1220520,Remote Play Together
666620,Single-player
802530,Single-player
1410870,Single-player
1410870,Steam Achievements
1410870,Full controller support
1037420,Single-player
1037420,Steam Achievements
1406090,Single-player
1406090,Steam Achievements
1406090,Full controller support
1406090,Steam Cloud
1127130,Single-player
1127130,Multi-player
1127130,PvP
1127130,Online PvP
1127130,Co-op
1127130,Online Co-op
1127130,Steam Cloud
396870,Single-player
674370,Single-player
1286950,Single-player
1286950,Full controller support
1286950,Steam Cloud
1536070,Single-player
1536070,Steam Workshop
1536070,Steam Cloud
1703030,Single-player
1703030,Full controller support
690830,Single-player
690830,Steam Achievements
690830,Steam Cloud
1190310,Single-player
1190310,Multi-player
881420,Single-player
881420,Steam Achievements
881420,Steam Trading Cards
881420,Steam Cloud
1179540,Single-player
1179540,Steam Achievements
333580,Single-player
333580,Full controller support
333580,Steam Trading Cards
755830,Single-player
755830,Steam Achievements
755830,Partial Controller Support
1144860,Single-player
1144860,Steam Achievements
1144860,Steam Workshop
1144860,Steam Cloud
1144860,Steam Leaderboards
1713100,Single-player
1299720,Single-player
1625830,Single-player
1625830,Multi-player
1625830,PvP
1625830,Shared/Split Screen PvP
1625830,Co-op
1625830,Shared/Split Screen Co-op
1625830,Shared/Split Screen
1625830,Steam Achievements
1625830,Full controller support
1625830,Remote Play Together
817160,Single-player
781440,Single-player
781440,Steam Achievements
781440,Full controller support
1058490,Single-player
239030,Single-player
239030,Steam Achievements
239030,Steam Trading Cards
239030,Steam Cloud
239030,Stats
239030,Steam Leaderboards
239030,Remote Play on Phone
239030,Remote Play on Tablet
507440,Single-player
848930,Single-player
848930,Partial Controller Support
267610,Single-player
267610,Multi-player
267610,Steam Cloud
1186350,Single-player
811880,Single-player
811880,Multi-player
811880,PvP
811880,Online PvP
811880,Steam Cloud
948270,Single-player
1547090,Single-player
1547090,Multi-player
1547090,Co-op
1547090,Online Co-op
1547090,Steam Cloud
1547090,Stats
865200,Single-player
865200,Multi-player
865200,MMO
865200,PvP
865200,Online PvP
865200,Co-op
865200,Online Co-op
865200,Cross-Platform Multiplayer
865200,Partial Controller Support
1289900,Single-player
703490,Single-player
841950,Single-player
841950,Steam Achievements
841950,Full controller support
841950,Steam Leaderboards
377840,Single-player
377840,Steam Achievements
377840,Steam Trading Cards
377840,Partial Controller Support
377840,Steam Cloud
377840,Remote Play on Phone
377840,Remote Play on Tablet
1554380,Single-player
992260,Single-player
992260,Steam Achievements
992260,Full controller support
992260,Steam Cloud
1644390,Single-player
547980,Single-player
547980,Steam Achievements
547980,Full controller support
1002430,Single-player
363960,Single-player
363960,Steam Achievements
1560480,Single-player
1560480,Multi-player
1560480,Co-op
1560480,Shared/Split Screen Co-op
1560480,Shared/Split Screen
1560480,Steam Achievements
1560480,Full controller support
1560480,Steam Cloud
1560480,Includes level editor
1560480,Remote Play on Tablet
1560480,Remote Play on TV
1560480,Remote Play Together
315660,Single-player
315660,Multi-player
315660,Co-op
722600,Single-player
722600,Steam Achievements
722600,Captions available
722600,Steam Cloud
436320,Single-player
436320,Multi-player
436320,PvP
436320,Online PvP
436320,Co-op
436320,Online Co-op
436320,Cross-Platform Multiplayer
436320,Steam Achievements
436320,VR Support
436320,Steam Cloud
824280,Single-player
824280,Multi-player
824280,PvP
824280,Shared/Split Screen PvP
824280,Shared/Split Screen Co-op
824280,Shared/Split Screen
824280,Steam Achievements
824280,Full controller support
824280,Steam Cloud
824280,Remote Play on TV
824280,Remote Play Together
1246930,Single-player
1395280,Single-player
1407850,Single-player
422020,Single-player
1543380,Single-player
1543380,Steam Cloud
1543380,Steam Leaderboards
683690,Single-player
1992420,Single-player
1992420,Multi-player
1992420,PvP
1992420,Shared/Split Screen PvP
1992420,Shared/Split Screen
1348180,Single-player
1348180,Steam Cloud
445130,Single-player
445130,Steam Achievements
1561100,Single-player
1561100,Steam Achievements
1561100,Full controller support
1398270,Single-player
375550,Single-player
375550,Multi-player
375550,Shared/Split Screen
375550,Captions available
375550,Partial Controller Support
375550,Stats
375550,Includes level editor
375550,Remote Play Together
454080,Single-player
454080,Steam Trading Cards
454080,Partial Controller Support
516460,Single-player
546650,Single-player
546650,Stats
749550,Single-player
749550,Partial Controller Support
769060,Single-player
1339260,Single-player
1339260,Full controller support
1945970,Single-player
791790,Single-player
1156780,Single-player
1156780,Partial Controller Support
515890,Single-player
515890,Steam Achievements
515890,Steam Trading Cards
515890,Partial Controller Support
515890,Steam Cloud
515890,Steam Leaderboards
1453670,Single-player
647050,Single-player
647050,Steam Achievements
1371780,Single-player
1371780,Steam Achievements
1371780,Steam Cloud
1458880,Single-player
587970,Multi-player
587970,PvP
587970,Shared/Split Screen PvP
587970,Shared/Split Screen
587970,Full controller support
587970,Steam Trading Cards
587970,Remote Play Together
361300,Single-player
361300,Multi-player
361300,PvP
361300,Shared/Split Screen PvP
361300,Co-op
361300,Shared/Split Screen Co-op
361300,Shared/Split Screen
361300,Steam Achievements
361300,Full controller support
361300,Steam Trading Cards
361300,Steam Cloud
361300,Steam Leaderboards
361300,Remote Play on TV
361300,Remote Play Together
1481940,Single-player
1481940,Multi-player
1481940,PvP
1481940,Online PvP
865410,Single-player
865410,Steam Achievements
1701470,Single-player
1789180,Single-player
1789180,Steam Achievements
1789180,Steam Workshop
1789180,Partial Controller Support
716370,Single-player
716370,Steam Achievements
1305610,Multi-player
1305610,PvP
1305610,Shared/Split Screen PvP
1305610,Shared/Split Screen
1305610,Partial Controller Support
1305610,Remote Play Together
269150,Single-player
269150,Multi-player
269150,Shared/Split Screen
269150,Full controller support
269150,Partial Controller Support
269150,Remote Play Together
1686890,Single-player
1394680,Single-player
1394680,Steam Achievements
297750,Single-player
297750,Multi-player
297750,Steam Cloud
297750,Includes level editor
1617510,Multi-player
1617510,PvP
1617510,Online PvP
1617510,Shared/Split Screen PvP
1617510,Shared/Split Screen
1455630,Single-player
1455630,Multi-player
1455630,PvP
1455630,Online PvP
1455630,Shared/Split Screen PvP
1455630,Shared/Split Screen
1455630,Cross-Platform Multiplayer
1455630,Steam Achievements
1455630,In-App Purchases
1455630,Steam Cloud
1455630,Remote Play Together
1480120,Single-player
1480120,Steam Achievements
992200,Single-player
992200,Full controller support
1859060,Single-player
1552090,Single-player
961420,Single-player
961420,Multi-player
961420,PvP
961420,Shared/Split Screen PvP
961420,Co-op
961420,Shared/Split Screen Co-op
961420,Full controller support
961420,Remote Play Together
681750,Single-player
681750,Multi-player
681750,Remote Play Together
1383010,Single-player
1383010,Steam Achievements
1383010,Steam Leaderboards
889220,Single-player
764300,Single-player
764300,Steam Achievements
764300,Full controller support
764300,Steam Cloud
1766790,Single-player
1766790,Steam Achievements
745340,Single-player
745340,Stats
1020830,Single-player
1020830,Steam Achievements
371700,Single-player
371700,Steam Achievements
371700,Full controller support
371700,Steam Leaderboards
918170,Single-player
1906250,Single-player
816000,Single-player
259530,Single-player
259530,Steam Achievements
259530,Full controller support
259530,Steam Leaderboards
253390,Single-player
253390,Steam Achievements
253390,Full controller support
253390,Steam Trading Cards
253390,Stats
374420,Single-player
374420,Multi-player
374420,Co-op
374420,Shared/Split Screen
374420,Full controller support
374420,Steam Cloud
374420,Remote Play Together
897550,Single-player
897550,Multi-player
897550,PvP
897550,Online PvP
897550,Co-op
897550,Online Co-op
897550,Steam Achievements
1378820,Single-player
1378820,Steam Achievements
1378820,Steam Cloud
502920,Single-player
502920,Multi-player
502920,PvP
502920,Shared/Split Screen PvP
502920,Co-op
502920,Shared/Split Screen Co-op
502920,Shared/Split Screen
502920,Full controller support
502920,Remote Play Together
1048690,Single-player
294730,Single-player
1461240,Single-player
549100,Single-player
549100,Steam Achievements
549100,Steam Trading Cards
1643820,Single-player
1864630,Single-player
1864630,Partial Controller Support
576020,Single-player
576020,Steam Achievements
576020,Steam Trading Cards
1788840,Single-player
1788840,Steam Achievements
1841350,Single-player
1841350,Steam Cloud
1066940,Single-player
1066940,Steam Achievements
1066940,Full controller support
1468040,Single-player
361550,Single-player
361550,Steam Achievements
361550,Full controller support
361550,Steam Trading Cards
361550,Steam Cloud
361550,Stats
1792520,Single-player
1250210,Single-player
1250210,Multi-player
1250210,Co-op
1250210,Online Co-op
547740,Single-player
547740,Steam Cloud
438560,Single-player
438560,Steam Trading Cards
452710,Single-player
452710,Full controller support
452710,VR Support
452710,Commentary available
1216980,Single-player
1216980,Steam Achievements
1216980,Partial Controller Support
1216980,Steam Cloud
1764910,Single-player
714360,Single-player
714360,Multi-player
714360,PvP
714360,Online PvP
714360,Commentary available
307340,Single-player
307340,Multi-player
307340,Shared/Split Screen
307340,Steam Trading Cards
307340,Remote Play Together
1688390,Single-player
1688390,Multi-player
1688390,PvP
1688390,Online PvP
1688390,Steam Cloud
889970,Single-player
1293520,Single-player
1293520,Steam Achievements
1293520,Full controller support
1693160,Single-player
1666810,Single-player
1666810,Steam Achievements
1666810,Steam Cloud
631920,Single-player
631920,Steam Achievements
631920,Steam Trading Cards
631920,Partial Controller Support
631920,Steam Cloud
1156550,Single-player
1156550,Multi-player
1156550,Co-op
1156550,Online Co-op
1156550,Steam Achievements
284390,Single-player
284390,Steam Achievements
284390,Steam Trading Cards
284390,Captions available
1832280,Single-player
406970,Single-player
406970,Steam Achievements
406970,Steam Trading Cards
406970,Partial Controller Support
1082940,Single-player
929800,Single-player
1306160,Single-player
1306160,Steam Achievements
1306160,Steam Leaderboards
406690,Single-player
406690,Steam Achievements
1808690,Single-player
1963980,Single-player
950180,Multi-player
950180,PvP
950180,Online PvP
950180,Shared/Split Screen PvP
950180,Cross-Platform Multiplayer
950180,Steam Achievements
950180,Full controller support
950180,Remote Play Together
556480,Single-player
556480,Multi-player
556480,PvP
556480,Online PvP
556480,Co-op
556480,Shared/Split Screen Co-op
556480,Shared/Split Screen
556480,Steam Achievements
556480,Full controller support
556480,Steam Cloud
556480,Steam Leaderboards
556480,Remote Play on TV
556480,Remote Play Together
494990,Single-player
494990,Steam Achievements
494990,Steam Trading Cards
494990,Partial Controller Support
494990,Steam Cloud
696580,Single-player
696580,Stats
959520,Single-player
959520,Steam Achievements
959520,Steam Trading Cards
959520,Steam Cloud
695990,Single-player
475150,Single-player
475150,Multi-player
475150,PvP
475150,Online PvP
475150,Co-op
475150,Online Co-op
475150,Steam Achievements
475150,Steam Trading Cards
475150,Steam Workshop
475150,Partial Controller Support
475150,Steam Cloud
475150,Includes level editor
1643340,Single-player
1643340,Steam Achievements
989750,Single-player
513190,Single-player
513190,Multi-player
513190,PvP
513190,Online PvP
513190,Steam Achievements
513190,Steam Trading Cards
513190,Captions available
513190,Partial Controller Support
760860,Single-player
908120,Single-player
908120,Steam Achievements
814770,Single-player
814770,Steam Achievements
1120600,Single-player
1168550,Single-player
1168550,Steam Achievements
417980,Single-player
417980,Steam Achievements
417980,Full controller support
417980,Steam Trading Cards
417980,Steam Leaderboards
1819560,Single-player
1559070,Single-player
1112380,Single-player
1112380,Multi-player
1112380,PvP
1112380,Shared/Split Screen PvP
1112380,Co-op
1112380,Shared/Split Screen Co-op
1112380,Shared/Split Screen
1112380,Steam Achievements
1112380,Full controller support
1112380,Remote Play Together
805710,Single-player
805710,Steam Achievements
805710,Steam Cloud
1471180,Single-player
1471180,Steam Achievements
574590,Single-player
574590,Multi-player
574590,PvP
574590,Shared/Split Screen PvP
574590,Co-op
574590,Shared/Split Screen Co-op
574590,Shared/Split Screen
574590,Steam Achievements
574590,Steam Trading Cards
574590,Partial Controller Support
574590,Steam Cloud
574590,Remote Play Together
658710,Single-player
658710,Multi-player
658710,PvP
658710,Online PvP
658710,Steam Achievements
658710,Full controller support
1420580,Single-player
1420580,Multi-player
1420580,PvP
1420580,Shared/Split Screen PvP
1420580,Co-op
1420580,Shared/Split Screen Co-op
1420580,Shared/Split Screen
1420580,Remote Play Together
467930,Single-player
467930,Steam Achievements
467930,Full controller support
